Date,Warehouse_ID,Product_ID,Sales
2023-01-28,2,3,110
2023-01-28,2,4,70
2023-01-29,1,1,308
2023-01-29,1,2,224
2023-01-29,1,3,141
2023-01-29,1,4,130
2023-01-29,2,1,190
2023-01-29,2,2,163
2023-01-29,2,3,123
2023-01-29,2,4,93
2023-01-30,1,1,237
2023-01-30,1,2,210
2023-01-30,1,3,108
2023-01-30,1,4,91
2023-01-30,2,1,153
2023-01-30,2,2,117
2023-01-30,2,3,87
2023-01-30,2,4,61
2023-01-31,1,1,248
2023-01-31,1,2,182
2023-01-31,1,3,109
2023-01-31,1,4,105
2023-01-31,2,1,168
2023-01-31,2,2,104
2023-01-31,2,3,74
2023-01-31,2,4,63
2023-02-01,1,1,261
2023-02-01,1,2,249
2023-02-01,1,3,167
2023-02-01,1,4,111
2023-02-01,2,1,155
2023-02-01,2,2,137
2023-02-01,2,3,90
2023-02-01,2,4,66
2023-02-02,1,1,287
2023-02-02,1,2,244
2023-02-02,1,3,117
2023-02-02,1,4,98
2023-02-02,2,1,191
2023-02-02,2,2,150
2023-02-02,2,3,114
2023-02-02,2,4,84
2023-02-03,1,1,299
2023-02-03,1,2,227
2023-02-03,1,3,147
2023-02-03,1,4,110
2023-02-03,2,1,177
2023-02-03,2,2,154
2023-02-03,2,3,86
2023-02-03,2,4,81
2023-02-04,1,1,407
2023-02-04,1,2,255
2023-02-04,1,3,166
2023-02-04,1,4,132
2023-02-04,2,1,271
2023-02-04,2,2,213
2023-02-04,2,3,119
2023-02-04,2,4,102
2023-02-05,1,1,402
2023-02-05,1,2,291
2023-02-05,1,3,233
2023-02-05,1,4,121
2023-02-05,2,1,235
2023-02-05,2,2,224
2023-02-05,2,3,107
2023-02-05,2,4,97
2023-02-06,1,1,347
2023-02-06,1,2,227
2023-02-06,1,3,178
2023-02-06,1,4,99
2023-02-06,2,1,165
2023-02-06,2,2,174
2023-02-06,2,3,90
2023-02-06,2,4,89
2023-02-07,1,1,333
2023-02-07,1,2,272
2023-02-07,1,3,166
2023-02-07,1,4,96
2023-02-07,2,1,183
2023-02-07,2,2,183
2023-02-07,2,3,102
2023-02-07,2,4,74
2023-02-08,1,1,303
2023-02-08,1,2,244
2023-02-08,1,3,151
2023-02-08,1,4,101
2023-02-08,2,1,181
2023-02-08,2,2,178
2023-02-08,2,3,101
2023-02-08,2,4,63
2023-02-09,1,1,279
2023-02-09,1,2,281
2023-02-09,1,3,159
2023-02-09,1,4,141
2023-02-09,2,1,229
2023-02-09,2,2,176
2023-02-09,2,3,99
2023-02-09,2,4,95
2023-02-10,1,1,295
2023-02-10,1,2,269
2023-02-10,1,3,145
2023-02-10,1,4,105
2023-02-10,2,1,185
2023-02-10,2,2,163
2023-02-10,2,3,120
2023-02-10,2,4,68
2023-02-11,1,1,490
2023-02-11,1,2,307
2023-02-11,1,3,201
2023-02-11,1,4,190
2023-02-11,2,1,276
2023-02-11,2,2,203
2023-02-11,2,3,125
2023-02-11,2,4,106
2023-02-12,1,1,388
2023-02-12,1,2,268
2023-02-12,1,3,197
2023-02-12,1,4,142
2023-02-12,2,1,258
2023-02-12,2,2,182
2023-02-12,2,3,127
2023-02-12,2,4,99
2023-02-13,1,1,349
2023-02-13,1,2,275
2023-02-13,1,3,137
2023-02-13,1,4,135
2023-02-13,2,1,230
2023-02-13,2,2,171
2023-02-13,2,3,100
2023-02-13,2,4,94
2023-02-14,1,1,285
2023-02-14,1,2,211
2023-02-14,1,3,181
2023-02-14,1,4,137
2023-02-14,2,1,260
2023-02-14,2,2,158
2023-02-14,2,3,129
2023-02-14,2,4,97
2023-02-15,1,1,292
2023-02-15,1,2,209
2023-02-15,1,3,196
2023-02-15,1,4,113
2023-02-15,2,1,179
2023-02-15,2,2,188
2023-02-15,2,3,108
2023-02-15,2,4,72
2023-02-16,1,1,297
2023-02-16,1,2,266
2023-02-16,1,3,188
2023-02-16,1,4,122
2023-02-16,2,1,191
2023-02-16,2,2,196
2023-02-16,2,3,109
2023-02-16,2,4,89
2023-02-17,1,1,344
2023-02-17,1,2,260
2023-02-17,1,3,197
2023-02-17,1,4,148
2023-02-17,2,1,209
2023-02-17,2,2,159
2023-02-17,2,3,99
2023-02-17,2,4,77
2023-02-18,1,1,404
2023-02-18,1,2,344
2023-02-18,1,3,177
2023-02-18,1,4,166
2023-02-18,2,1,280
2023-02-18,2,2,179
2023-02-18,2,3,116
2023-02-18,2,4,107
2023-02-19,1,1,340
2023-02-19,1,2,353
2023-02-19,1,3,181
2023-02-19,1,4,143
2023-02-19,2,1,258
2023-02-19,2,2,176
2023-02-19,2,3,129
2023-02-19,2,4,114
2023-02-20,1,1,386
2023-02-20,1,2,250
2023-02-20,1,3,138
2023-02-20,1,4,129
2023-02-20,2,1,232
2023-02-20,2,2,145
2023-02-20,2,3,89
2023-02-20,2,4,93
2023-02-21,1,1,316
2023-02-21,1,2,280
2023-02-21,1,3,176
2023-02-21,1,4,110
2023-02-21,2,1,254
2023-02-21,2,2,144
2023-02-21,2,3,87
2023-02-21,2,4,75
2023-02-22,1,1,362
2023-02-22,1,2,274
2023-02-22,1,3,153
2023-02-22,1,4,95
2023-02-22,2,1,238
2023-02-22,2,2,176
2023-02-22,2,3,125
2023-02-22,2,4,68
2023-02-23,1,1,351
2023-02-23,1,2,253
2023-02-23,1,3,145
2023-02-23,1,4,96
2023-02-23,2,1,242
2023-02-23,2,2,183
2023-02-23,2,3,89
2023-02-23,2,4,91
2023-02-24,1,1,308
2023-02-24,1,2,259
2023-02-24,1,3,171
2023-02-24,1,4,92
2023-02-24,2,1,192
2023-02-24,2,2,174
2023-02-24,2,3,93
2023-02-24,2,4,78
2023-02-25,1,1,317
2023-02-25,1,2,251
2023-02-25,1,3,197
2023-02-25,1,4,132
2023-02-25,2,1,230
2023-02-25,2,2,180
2023-02-25,2,3,149
2023-02-25,2,4,79
2023-02-26,1,1,420
2023-02-26,1,2,267
2023-02-26,1,3,195
2023-02-26,1,4,158
2023-02-26,2,1,237
2023-02-26,2,2,200
2023-02-26,2,3,150
2023-02-26,2,4,92
2023-02-27,1,1,283
2023-02-27,1,2,221
2023-02-27,1,3,170
2023-02-27,1,4,101
2023-02-27,2,1,178
2023-02-27,2,2,152
2023-02-27,2,3,85
2023-02-27,2,4,78
2023-02-28,1,1,237
2023-02-28,1,2,206
2023-02-28,1,3,153
2023-02-28,1,4,91
2023-02-28,2,1,212
2023-02-28,2,2,144
2023-02-28,2,3,83
2023-02-28,2,4,75
2023-03-01,1,1,351
2023-03-01,1,2,222
2023-03-01,1,3,161
2023-03-01,1,4,95
2023-03-01,2,1,239
2023-03-01,2,2,184
2023-03-01,2,3,83
2023-03-01,2,4,84
2023-03-02,1,1,359
2023-03-02,1,2,282
2023-03-02,1,3,145
2023-03-02,1,4,137
2023-03-02,2,1,189
2023-03-02,2,2,138
2023-03-02,2,3,113
2023-03-02,2,4,94
2023-03-03,1,1,378
2023-03-03,1,2,283
2023-03-03,1,3,146
2023-03-03,1,4,109
2023-03-03,2,1,171
2023-03-03,2,2,148
2023-03-03,2,3,128
2023-03-03,2,4,75
2023-03-04,1,1,497
2023-03-04,1,2,324
2023-03-04,1,3,175
2023-03-04,1,4,189
2023-03-04,2,1,336
2023-03-04,2,2,193
2023-03-04,2,3,156
2023-03-04,2,4,91
2023-03-05,1,1,387
2023-03-05,1,2,280
2023-03-05,1,3,226
2023-03-05,1,4,169
2023-03-05,2,1,283
2023-03-05,2,2,256
2023-03-05,2,3,159
2023-03-05,2,4,107
2023-03-06,1,1,324
2023-03-06,1,2,240
2023-03-06,1,3,196
2023-03-06,1,4,105
2023-03-06,2,1,204
2023-03-06,2,2,151
2023-03-06,2,3,98
2023-03-06,2,4,80
2023-03-07,1,1,391
2023-03-07,1,2,285
2023-03-07,1,3,145
2023-03-07,1,4,126
2023-03-07,2,1,196
2023-03-07,2,2,200
2023-03-07,2,3,108
2023-03-07,2,4,98
2023-03-08,1,1,385
2023-03-08,1,2,278
2023-03-08,1,3,145
2023-03-08,1,4,114
2023-03-08,2,1,228
2023-03-08,2,2,179
2023-03-08,2,3,122
2023-03-08,2,4,89
2023-03-09,1,1,380
2023-03-09,1,2,242
2023-03-09,1,3,194
2023-03-09,1,4,130
2023-03-09,2,1,224
2023-03-09,2,2,172
2023-03-09,2,3,137
2023-03-09,2,4,82
2023-03-10,1,1,358
2023-03-10,1,2,268
2023-03-10,1,3,203
2023-03-10,1,4,147
2023-03-10,2,1,263
2023-03-10,2,2,178
2023-03-10,2,3,138
2023-03-10,2,4,81
2023-03-11,1,1,422
2023-03-11,1,2,400
2023-03-11,1,3,194
2023-03-11,1,4,181
2023-03-11,2,1,342
2023-03-11,2,2,208
2023-03-11,2,3,165
2023-03-11,2,4,98
2023-03-12,1,1,466
2023-03-12,1,2,330
2023-03-12,1,3,273
2023-03-12,1,4,174
2023-03-12,2,1,271
2023-03-12,2,2,203
2023-03-12,2,3,141
2023-03-12,2,4,112
2023-03-13,1,1,375
2023-03-13,1,2,228
2023-03-13,1,3,197
2023-03-13,1,4,136
2023-03-13,2,1,221
2023-03-13,2,2,214
2023-03-13,2,3,116
2023-03-13,2,4,85
2023-03-14,1,1,359
2023-03-14,1,2,253
2023-03-14,1,3,186
2023-03-14,1,4,163
2023-03-14,2,1,197
2023-03-14,2,2,190
2023-03-14,2,3,108
2023-03-14,2,4,98
2023-03-15,1,1,370
2023-03-15,1,2,236
2023-03-15,1,3,166
2023-03-15,1,4,149
2023-03-15,2,1,276
2023-03-15,2,2,195
2023-03-15,2,3,107
2023-03-15,2,4,99
2023-03-16,1,1,359
2023-03-16,1,2,232
2023-03-16,1,3,202
2023-03-16,1,4,121
2023-03-16,2,1,273
2023-03-16,2,2,171
2023-03-16,2,3,127
2023-03-16,2,4,107
2023-03-17,1,1,370
2023-03-17,1,2,306
2023-03-17,1,3,216
2023-03-17,1,4,141
2023-03-17,2,1,217
2023-03-17,2,2,182
2023-03-17,2,3,120
2023-03-17,2,4,78
2023-03-18,1,1,451
2023-03-18,1,2,283
2023-03-18,1,3,212
2023-03-18,1,4,207
2023-03-18,2,1,320
2023-03-18,2,2,235
2023-03-18,2,3,153
2023-03-18,2,4,98
2023-03-19,1,1,500
2023-03-19,1,2,349
2023-03-19,1,3,199
2023-03-19,1,4,168
2023-03-19,2,1,327
2023-03-19,2,2,230
2023-03-19,2,3,160
2023-03-19,2,4,123
2023-03-20,1,1,383
2023-03-20,1,2,270
2023-03-20,1,3,147
2023-03-20,1,4,113
2023-03-20,2,1,281
2023-03-20,2,2,207
2023-03-20,2,3,134
2023-03-20,2,4,86
2023-03-21,1,1,383
2023-03-21,1,2,258
2023-03-21,1,3,181
2023-03-21,1,4,143
2023-03-21,2,1,207
2023-03-21,2,2,147
2023-03-21,2,3,115
2023-03-21,2,4,76
2023-03-22,1,1,305
2023-03-22,1,2,269
2023-03-22,1,3,142
2023-03-22,1,4,154
2023-03-22,2,1,244
2023-03-22,2,2,204
2023-03-22,2,3,106
2023-03-22,2,4,78
2023-03-23,1,1,324
2023-03-23,1,2,267
2023-03-23,1,3,183
2023-03-23,1,4,112
2023-03-23,2,1,241
2023-03-23,2,2,154
2023-03-23,2,3,136
2023-03-23,2,4,76
2023-03-24,1,1,306
2023-03-24,1,2,270
2023-03-24,1,3,168
2023-03-24,1,4,140
2023-03-24,2,1,208
2023-03-24,2,2,149
2023-03-24,2,3,118
2023-03-24,2,4,80
2023-03-25,1,1,450
2023-03-25,1,2,342
2023-03-25,1,3,230
2023-03-25,1,4,150
2023-03-25,2,1,246
2023-03-25,2,2,235
2023-03-25,2,3,133
2023-03-25,2,4,120
2023-03-26,1,1,383
2023-03-26,1,2,289
2023-03-26,1,3,197
2023-03-26,1,4,167
2023-03-26,2,1,234
2023-03-26,2,2,194
2023-03-26,2,3,142
2023-03-26,2,4,120
2023-03-27,1,1,300
2023-03-27,1,2,234
2023-03-27,1,3,160
2023-03-27,1,4,109
2023-03-27,2,1,192
2023-03-27,2,2,171
2023-03-27,2,3,100
2023-03-27,2,4,65
2023-03-28,1,1,314
2023-03-28,1,2,239
2023-03-28,1,3,137
2023-03-28,1,4,124
2023-03-28,2,1,248
2023-03-28,2,2,126
2023-03-28,2,3,96
2023-03-28,2,4,90
2023-03-29,1,1,277
2023-03-29,1,2,270
2023-03-29,1,3,125
2023-03-29,1,4,103
2023-03-29,2,1,207
2023-03-29,2,2,175
2023-03-29,2,3,113
2023-03-29,2,4,81
2023-03-30,1,1,251
2023-03-30,1,2,241
2023-03-30,1,3,126
2023-03-30,1,4,106
2023-03-30,2,1,200
2023-03-30,2,2,159
2023-03-30,2,3,103
2023-03-30,2,4,66
2023-03-31,1,1,289
2023-03-31,1,2,183
2023-03-31,1,3,167
2023-03-31,1,4,121
2023-03-31,2,1,176
2023-03-31,2,2,119
2023-03-31,2,3,92
2023-03-31,2,4,64
2023-04-01,1,1,334
2023-04-01,1,2,263
2023-04-01,1,3,220
2023-04-01,1,4,157
2023-04-01,2,1,244
2023-04-01,2,2,185
2023-04-01,2,3,129
2023-04-01,2,4,99
2023-04-02,1,1,345
2023-04-02,1,2,356
2023-04-02,1,3,242
2023-04-02,1,4,177
2023-04-02,2,1,299
2023-04-02,2,2,240
2023-04-02,2,3,124
2023-04-02,2,4,125
2023-04-03,1,1,294
2023-04-03,1,2,259
2023-04-03,1,3,162
2023-04-03,1,4,121
2023-04-03,2,1,260
2023-04-03,2,2,189
2023-04-03,2,3,123
2023-04-03,2,4,75
2023-04-04,1,1,360
2023-04-04,1,2,231
2023-04-04,1,3,184
2023-04-04,1,4,118
2023-04-04,2,1,245
2023-04-04,2,2,190
2023-04-04,2,3,97
2023-04-04,2,4,70
2023-04-05,1,1,361
2023-04-05,1,2,295
2023-04-05,1,3,195
2023-04-05,1,4,148
2023-04-05,2,1,274
2023-04-05,2,2,158
2023-04-05,2,3,104
2023-04-05,2,4,99
2023-04-06,1,1,362
2023-04-06,1,2,212
2023-04-06,1,3,186
2023-04-06,1,4,123
2023-04-06,2,1,237
2023-04-06,2,2,203
2023-04-06,2,3,115
2023-04-06,2,4,73
2023-04-07,1,1,299
2023-04-07,1,2,226
2023-04-07,1,3,174
2023-04-07,1,4,149
2023-04-07,2,1,245
2023-04-07,2,2,160
2023-04-07,2,3,139
2023-04-07,2,4,72
2023-04-08,1,1,471
2023-04-08,1,2,305
2023-04-08,1,3,230
2023-04-08,1,4,195
2023-04-08,2,1,292
2023-04-08,2,2,194
2023-04-08,2,3,180
2023-04-08,2,4,105
2023-04-09,1,1,417
2023-04-09,1,2,364
2023-04-09,1,3,196
2023-04-09,1,4,195
2023-04-09,2,1,286
2023-04-09,2,2,277
2023-04-09,2,3,181
2023-04-09,2,4,122
2023-04-10,1,1,322
2023-04-10,1,2,235
2023-04-10,1,3,202
2023-04-10,1,4,141
2023-04-10,2,1,291
2023-04-10,2,2,164
2023-04-10,2,3,130
2023-04-10,2,4,81
2023-04-11,1,1,398
2023-04-11,1,2,317
2023-04-11,1,3,217
2023-04-11,1,4,130
2023-04-11,2,1,288
2023-04-11,2,2,197
2023-04-11,2,3,111
2023-04-11,2,4,98
2023-04-12,1,1,302
2023-04-12,1,2,283
2023-04-12,1,3,178
2023-04-12,1,4,137
2023-04-12,2,1,282
2023-04-12,2,2,205
2023-04-12,2,3,109
2023-04-12,2,4,81
2023-04-13,1,1,320
2023-04-13,1,2,325
2023-04-13,1,3,182
2023-04-13,1,4,138
2023-04-13,2,1,221
2023-04-13,2,2,160
2023-04-13,2,3,112
2023-04-13,2,4,103
2023-04-14,1,1,314
2023-04-14,1,2,335
2023-04-14,1,3,166
2023-04-14,1,4,151
2023-04-14,2,1,254
2023-04-14,2,2,151
2023-04-14,2,3,118
2023-04-14,2,4,88
2023-04-15,1,1,500
2023-04-15,1,2,370
2023-04-15,1,3,287
2023-04-15,1,4,189
2023-04-15,2,1,307
2023-04-15,2,2,239
2023-04-15,2,3,186
2023-04-15,2,4,102
2023-04-16,1,1,473
2023-04-16,1,2,382
2023-04-16,1,3,274
2023-04-16,1,4,207
2023-04-16,2,1,324
2023-04-16,2,2,250
2023-04-16,2,3,192
2023-04-16,2,4,105
2023-04-17,1,1,440
2023-04-17,1,2,333
2023-04-17,1,3,157
2023-04-17,1,4,134
2023-04-17,2,1,216
2023-04-17,2,2,200
2023-04-17,2,3,148
2023-04-17,2,4,108
2023-04-18,1,1,323
2023-04-18,1,2,299
2023-04-18,1,3,211
2023-04-18,1,4,124
2023-04-18,2,1,232
2023-04-18,2,2,198
2023-04-18,2,3,145
2023-04-18,2,4,78
2023-04-19,1,1,422
2023-04-19,1,2,254
2023-04-19,1,3,217
2023-04-19,1,4,122
2023-04-19,2,1,214
2023-04-19,2,2,202
2023-04-19,2,3,141
2023-04-19,2,4,76
2023-04-20,1,1,316
2023-04-20,1,2,226
2023-04-20,1,3,174
2023-04-20,1,4,143
2023-04-20,2,1,198
2023-04-20,2,2,189
2023-04-20,2,3,142
2023-04-20,2,4,98
2023-04-21,1,1,408
2023-04-21,1,2,281
2023-04-21,1,3,149
2023-04-21,1,4,133
2023-04-21,2,1,209
2023-04-21,2,2,145
2023-04-21,2,3,102
2023-04-21,2,4,91
2023-04-22,1,1,500
2023-04-22,1,2,382
2023-04-22,1,3,259
2023-04-22,1,4,199
2023-04-22,2,1,306
2023-04-22,2,2,263
2023-04-22,2,3,156
2023-04-22,2,4,102
2023-04-23,1,1,442
2023-04-23,1,2,383
2023-04-23,1,3,202
2023-04-23,1,4,146
2023-04-23,2,1,314
2023-04-23,2,2,222
2023-04-23,2,3,160
2023-04-23,2,4,129
2023-04-24,1,1,411
2023-04-24,1,2,210
2023-04-24,1,3,191
2023-04-24,1,4,143
2023-04-24,2,1,271
2023-04-24,2,2,167
2023-04-24,2,3,113
2023-04-24,2,4,69
2023-04-25,1,1,276
2023-04-25,1,2,285
2023-04-25,1,3,142
2023-04-25,1,4,148
2023-04-25,2,1,229
2023-04-25,2,2,193
2023-04-25,2,3,132
2023-04-25,2,4,83
2023-04-26,1,1,312
2023-04-26,1,2,203
2023-04-26,1,3,172
2023-04-26,1,4,113
2023-04-26,2,1,184
2023-04-26,2,2,156
2023-04-26,2,3,113
2023-04-26,2,4,72
2023-04-27,1,1,384
2023-04-27,1,2,228
2023-04-27,1,3,175
2023-04-27,1,4,135
2023-04-27,2,1,260
2023-04-27,2,2,160
2023-04-27,2,3,130
2023-04-27,2,4,69
2023-04-28,1,1,273
2023-04-28,1,2,200
2023-04-28,1,3,159
2023-04-28,1,4,136
2023-04-28,2,1,181
2023-04-28,2,2,143
2023-04-28,2,3,111
2023-04-28,2,4,66
2023-04-29,1,1,364
2023-04-29,1,2,372
2023-04-29,1,3,202
2023-04-29,1,4,179
2023-04-29,2,1,290
2023-04-29,2,2,232
2023-04-29,2,3,154
2023-04-29,2,4,89
2023-04-30,1,1,411
2023-04-30,1,2,250
2023-04-30,1,3,174
2023-04-30,1,4,160
2023-04-30,2,1,240
2023-04-30,2,2,181
2023-04-30,2,3,153
2023-04-30,2,4,89
2023-05-01,1,1,255
2023-05-01,1,2,219
2023-05-01,1,3,125
2023-05-01,1,4,134
2023-05-01,2,1,174
2023-05-01,2,2,128
2023-05-01,2,3,101
2023-05-01,2,4,71
2023-05-02,1,1,290
2023-05-02,1,2,281
2023-05-02,1,3,184
2023-05-02,1,4,126
2023-05-02,2,1,239
2023-05-02,2,2,176
2023-05-02,2,3,121
2023-05-02,2,4,79
2023-05-03,1,1,343
2023-05-03,1,2,263
2023-05-03,1,3,174
2023-05-03,1,4,131
2023-05-03,2,1,201
2023-05-03,2,2,171
2023-05-03,2,3,107
2023-05-03,2,4,83
2023-05-04,1,1,346
2023-05-04,1,2,241
2023-05-04,1,3,142
2023-05-04,1,4,118
2023-05-04,2,1,237
2023-05-04,2,2,179
2023-05-04,2,3,122
2023-05-04,2,4,67
2023-05-05,1,1,381
2023-05-05,1,2,263
2023-05-05,1,3,188
2023-05-05,1,4,100
2023-05-05,2,1,196
2023-05-05,2,2,197
2023-05-05,2,3,118
2023-05-05,2,4,71
2023-05-06,1,1,386
2023-05-06,1,2,324
2023-05-06,1,3,187
2023-05-06,1,4,147
2023-05-06,2,1,332
2023-05-06,2,2,261
2023-05-06,2,3,167
2023-05-06,2,4,116
2023-05-07,1,1,393
2023-05-07,1,2,335
2023-05-07,1,3,246
2023-05-07,1,4,155
2023-05-07,2,1,240
2023-05-07,2,2,187
2023-05-07,2,3,174
2023-05-07,2,4,104
2023-05-08,1,1,332
2023-05-08,1,2,231
2023-05-08,1,3,177
2023-05-08,1,4,146
2023-05-08,2,1,193
2023-05-08,2,2,142
2023-05-08,2,3,95
2023-05-08,2,4,76
2023-05-09,1,1,417
2023-05-09,1,2,259
2023-05-09,1,3,173
2023-05-09,1,4,125
2023-05-09,2,1,257
2023-05-09,2,2,172
2023-05-09,2,3,108
2023-05-09,2,4,86
2023-05-10,1,1,329
2023-05-10,1,2,221
2023-05-10,1,3,190
2023-05-10,1,4,135
2023-05-10,2,1,228
2023-05-10,2,2,188
2023-05-10,2,3,102
2023-05-10,2,4,82
2023-05-11,1,1,330
2023-05-11,1,2,287
2023-05-11,1,3,201
2023-05-11,1,4,147
2023-05-11,2,1,269
2023-05-11,2,2,152
2023-05-11,2,3,99
2023-05-11,2,4,89
2023-05-12,1,1,428
2023-05-12,1,2,318
2023-05-12,1,3,180
2023-05-12,1,4,127
2023-05-12,2,1,259
2023-05-12,2,2,157
2023-05-12,2,3,106
2023-05-12,2,4,79
2023-05-13,1,1,452
2023-05-13,1,2,390
2023-05-13,1,3,265
2023-05-13,1,4,146
2023-05-13,2,1,317
2023-05-13,2,2,258
2023-05-13,2,3,135
2023-05-13,2,4,110
2023-05-14,1,1,500
2023-05-14,1,2,383
2023-05-14,1,3,233
2023-05-14,1,4,161
2023-05-14,2,1,263
2023-05-14,2,2,194
2023-05-14,2,3,159
2023-05-14,2,4,124
2023-05-15,1,1,325
