date,warehouse_id,product_id,sales
12-10-2022,wid010,pid020,142
09-04-2023,wid001,pid001,736
7/26/2024,wid002,pid002,43
9/25/2023,wid003,pid003,978
7/13/2024,wid004,pid004,782
05-07-2024,wid005,pid005,589
11-12-2022,wid006,pid006,508
05-12-2023,wid007,pid007,444
09-02-2024,wid008,pid008,619
7/13/2023,wid009,pid009,727
6/23/2024,wid010,pid010,176
10/28/2022,wid001,pid011,229
3/17/2023,wid002,pid012,642
5/30/2024,wid003,pid013,337
1/24/2023,wid004,pid014,533
2/14/2024,wid005,pid015,475
10-04-2023,wid006,pid016,535
2/14/2023,wid007,pid017,882
12/18/2023,wid008,pid018,594
3/16/2024,wid009,pid019,170
10/28/2023,wid010,pid020,920
11/15/2022,wid001,pid001,810
1/30/2024,wid002,pid002,229
04-10-2023,wid003,pid003,147
4/16/2024,wid004,pid004,265
4/15/2024,wid005,pid005,188
4/16/2023,wid006,pid006,614
6/13/2023,wid007,pid007,13
09-03-2024,wid008,pid008,816
11-01-2023,wid009,pid009,31
6/15/2024,wid010,pid010,592
5/17/2023,wid001,pid011,390
05-08-2023,wid002,pid012,558
3/25/2023,wid003,pid013,719
08-04-2024,wid004,pid014,646
10-02-2022,wid005,pid015,170
04-09-2024,wid006,pid016,199
09-09-2024,wid007,pid017,178
11-03-2023,wid008,pid018,575
11-11-2022,wid009,pid019,460
7/18/2023,wid010,pid020,561
6/19/2023,wid001,pid001,860
9/14/2024,wid002,pid002,338
12/18/2023,wid003,pid003,657
4/16/2024,wid004,pid004,817
6/14/2023,wid005,pid005,984
02-03-2024,wid006,pid006,844
11-02-2023,wid007,pid007,868
6/15/2023,wid008,pid008,700
02-03-2024,wid009,pid009,286
08-01-2023,wid010,pid010,741
9/23/2023,wid001,pid011,527
08-10-2024,wid002,pid012,706
05-12-2023,wid003,pid013,271
11/23/2023,wid004,pid014,471
11-06-2022,wid005,pid015,416
12/18/2023,wid006,pid016,219
2/26/2023,wid007,pid017,971
11/23/2022,wid008,pid018,160
2/25/2023,wid009,pid019,269
2/20/2024,wid010,pid020,634
04-05-2024,wid001,pid001,758
01-11-2024,wid002,pid002,670
10/27/2023,wid003,pid003,539
06-05-2024,wid004,pid004,352
04-06-2024,wid005,pid005,253
12/27/2023,wid006,pid006,272
6/20/2024,wid007,pid007,459
11/13/2023,wid008,pid008,279
12/19/2022,wid009,pid009,512
08-04-2023,wid010,pid010,295
6/23/2024,wid001,pid011,643
9/16/2023,wid002,pid012,667
01-07-2024,wid003,pid013,714
4/29/2024,wid004,pid014,882
04-01-2023,wid005,pid015,860
4/30/2024,wid006,pid016,157
09-09-2024,wid007,pid017,825
6/19/2024,wid008,pid018,106
10-11-2023,wid009,pid019,495
2/22/2024,wid010,pid020,145
1/25/2024,wid001,pid001,185
3/27/2024,wid002,pid002,362
1/23/2024,wid003,pid003,193
6/19/2024,wid004,pid004,99
3/29/2024,wid005,pid005,340
9/17/2023,wid006,pid006,373
07-10-2023,wid007,pid007,285
10/14/2022,wid008,pid008,0
4/29/2023,wid009,pid009,689
6/18/2024,wid010,pid010,377
05-01-2023,wid001,pid011,393
04-03-2023,wid002,pid012,957
12/21/2022,wid003,pid013,114
7/27/2023,wid004,pid014,19
12/14/2023,wid005,pid015,244
3/19/2023,wid006,pid016,190
10/20/2022,wid007,pid017,915
9/25/2023,wid008,pid018,43
11/18/2023,wid009,pid019,884
9/28/2023,wid010,pid020,264
9/23/2024,wid001,pid001,0
9/21/2023,wid002,pid002,471
8/14/2024,wid003,pid003,647
04-02-2024,wid004,pid004,652
01-05-2023,wid005,pid005,63
5/24/2024,wid006,pid006,378
05-03-2023,wid007,pid007,504
07-09-2024,wid008,pid008,23
03-10-2024,wid009,pid009,825
9/17/2024,wid010,pid010,665
7/24/2024,wid001,pid011,848
2/21/2024,wid002,pid012,929
9/24/2023,wid003,pid013,675
4/23/2024,wid004,pid014,325
5/18/2023,wid005,pid015,980
9/26/2024,wid006,pid016,761
8/17/2023,wid007,pid017,775
11-10-2022,wid008,pid018,344
7/20/2023,wid009,pid019,190
12/29/2023,wid010,pid020,659
12/15/2023,wid001,pid001,912
12-08-2023,wid002,pid002,299
3/19/2023,wid003,pid003,131
10-09-2023,wid004,pid004,547
09-12-2023,wid005,pid005,733
3/26/2023,wid006,pid006,734
01-07-2023,wid007,pid007,584
02-07-2024,wid008,pid008,369
11-06-2022,wid009,pid009,371
12/25/2023,wid010,pid010,805
8/22/2023,wid001,pid011,561
5/31/2023,wid002,pid012,229
3/29/2024,wid003,pid013,925
3/15/2023,wid004,pid014,82
11-11-2023,wid005,pid015,367
7/18/2023,wid006,pid016,365
5/25/2023,wid007,pid017,188
08-09-2024,wid008,pid018,182
07-05-2024,wid009,pid019,151
11/17/2022,wid010,pid020,683
6/16/2023,wid001,pid001,86
5/17/2024,wid002,pid002,956
08-04-2024,wid003,pid003,1
10/15/2023,wid004,pid004,184
2/23/2023,wid005,pid005,670
2/28/2024,wid006,pid006,817
07-12-2023,wid007,pid007,914
4/22/2023,wid008,pid008,553
7/26/2024,wid009,pid009,702
4/26/2023,wid010,pid010,644
05-12-2023,wid001,pid011,922
01-05-2023,wid002,pid012,438
11/28/2023,wid003,pid013,682
6/27/2024,wid004,pid014,739
2/23/2023,wid005,pid015,989
01-11-2023,wid006,pid016,700
01-06-2023,wid007,pid017,413
6/30/2023,wid008,pid018,646
5/24/2024,wid009,pid019,69
3/31/2023,wid010,pid020,188
9/18/2024,wid001,pid001,848
12/28/2023,wid002,pid002,345
6/26/2023,wid003,pid003,586
10/30/2022,wid004,pid004,799
03-08-2023,wid005,pid005,481
12-07-2022,wid006,pid006,930
05-01-2024,wid007,pid007,363
1/22/2024,wid008,pid008,95
12/17/2022,wid009,pid009,469
01-04-2024,wid010,pid010,91
2/13/2023,wid001,pid011,893
09-11-2024,wid002,pid012,162
8/26/2023,wid003,pid013,712
10-03-2022,wid004,pid014,276
4/29/2024,wid005,pid015,311
04-02-2024,wid006,pid016,336
10-06-2023,wid007,pid017,635
12/17/2022,wid008,pid018,530
6/28/2024,wid009,pid019,568
06-02-2024,wid010,pid020,135
06-10-2024,wid001,pid001,40
5/19/2024,wid002,pid002,754
7/15/2023,wid003,pid003,75
12/13/2023,wid004,pid004,100
3/18/2023,wid005,pid005,748
3/22/2024,wid006,pid006,798
3/27/2024,wid007,pid007,734
6/20/2024,wid008,pid008,208
6/17/2023,wid009,pid009,88
10-01-2022,wid010,pid010,886
7/16/2023,wid001,pid011,139
4/15/2023,wid002,pid012,584
04-03-2024,wid003,pid013,853
6/28/2024,wid004,pid014,605
2/15/2023,wid005,pid015,722
1/25/2024,wid006,pid016,997
6/17/2024,wid007,pid017,85
10/18/2023,wid008,pid018,665
06-04-2023,wid009,pid019,930
12-12-2022,wid010,pid020,141
5/17/2024,wid001,pid001,800
9/13/2023,wid002,pid002,154
12-06-2022,wid003,pid003,479
10/25/2023,wid004,pid004,614
1/26/2024,wid005,pid005,152
10-09-2022,wid006,pid006,989
11/27/2022,wid007,pid007,773
5/25/2024,wid008,pid008,313
06-06-2023,wid009,pid009,88
1/13/2023,wid010,pid010,605
04-04-2023,wid001,pid011,974
05-10-2024,wid002,pid012,226
8/22/2024,wid003,pid013,877
9/14/2023,wid004,pid014,621
1/15/2024,wid005,pid015,588
12/16/2023,wid006,pid016,411
9/15/2023,wid007,pid017,674
3/22/2023,wid008,pid018,220
11/19/2022,wid009,pid019,858
08-08-2023,wid010,pid020,614
03-12-2023,wid001,pid001,659
12/18/2022,wid002,pid002,243
04-10-2024,wid003,pid003,659
2/19/2023,wid004,pid004,983
08-08-2023,wid005,pid005,316
10-03-2023,wid006,pid006,405
08-12-2023,wid007,pid007,222
04-01-2024,wid008,pid008,190
11-03-2023,wid009,pid009,920
11-11-2022,wid010,pid010,755
09-10-2024,wid001,pid011,453
5/14/2023,wid002,pid012,472
4/26/2024,wid003,pid013,911
10-08-2022,wid004,pid014,715
1/17/2023,wid005,pid015,690
02-10-2024,wid006,pid016,297
08-07-2024,wid007,pid017,493
09-09-2024,wid008,pid018,500
04-02-2023,wid009,pid019,560
6/29/2024,wid010,pid020,357
11/29/2023,wid001,pid001,750
12-02-2023,wid002,pid002,356
7/25/2024,wid003,pid003,920
12/18/2022,wid004,pid004,348
01-12-2023,wid005,pid005,394
11-07-2022,wid006,pid006,912
5/17/2024,wid007,pid007,711
11-03-2022,wid008,pid008,928
7/30/2023,wid009,pid009,205
04-11-2023,wid010,pid010,646
5/22/2023,wid001,pid011,188
1/26/2023,wid002,pid012,454
5/26/2023,wid003,pid013,537
4/14/2024,wid004,pid014,996
6/30/2024,wid005,pid015,494
6/25/2024,wid006,pid016,286
12/30/2022,wid007,pid017,6
03-03-2024,wid008,pid018,567
07-05-2024,wid009,pid019,588
06-07-2023,wid010,pid020,970
11-05-2022,wid001,pid001,33
5/19/2024,wid002,pid002,660
1/15/2024,wid003,pid003,854
05-05-2024,wid004,pid004,688
05-07-2023,wid005,pid005,550
07-12-2023,wid006,pid006,383
10-10-2022,wid007,pid007,830
1/16/2024,wid008,pid008,981
8/28/2023,wid009,pid009,38
08-07-2023,wid010,pid010,910
3/17/2024,wid001,pid011,472
3/16/2023,wid002,pid012,636
3/19/2023,wid003,pid013,393
10/18/2022,wid004,pid014,301
7/16/2024,wid005,pid015,38
7/18/2024,wid006,pid016,795
01-05-2023,wid007,pid017,488
7/28/2023,wid008,pid018,760
3/13/2024,wid009,pid019,246
09-03-2023,wid010,pid020,164
1/14/2023,wid001,pid001,488
9/25/2024,wid002,pid002,875
09-04-2024,wid003,pid003,772
9/25/2024,wid004,pid004,575
08-11-2023,wid005,pid005,618
5/16/2023,wid006,pid006,323
02-05-2024,wid007,pid007,886
5/13/2023,wid008,pid008,437
05-10-2024,wid009,pid009,966
11-04-2023,wid010,pid010,424
11/22/2023,wid001,pid011,964
11/28/2022,wid002,pid012,112
06-12-2023,wid003,pid013,231
12-08-2023,wid004,pid014,66
4/28/2024,wid005,pid015,92
02-03-2023,wid006,pid016,859
7/20/2024,wid007,pid017,837
11-08-2022,wid008,pid018,365
06-09-2024,wid009,pid019,988
06-12-2023,wid010,pid020,580
1/29/2024,wid001,pid001,98
2/28/2023,wid002,pid002,789
05-01-2023,wid003,pid003,174
1/24/2024,wid004,pid004,14
10/27/2023,wid005,pid005,534
11-04-2022,wid006,pid006,375
5/16/2024,wid007,pid007,410
09-09-2024,wid008,pid008,882
10/28/2023,wid009,pid009,55
04-04-2023,wid010,pid010,869
2/20/2023,wid001,pid011,263
06-07-2023,wid002,pid012,608
01-07-2023,wid003,pid013,793
07-04-2023,wid004,pid014,577
9/25/2024,wid005,pid015,380
02-05-2024,wid006,pid016,972
7/13/2023,wid007,pid017,240
10-12-2022,wid008,pid018,654
4/23/2023,wid009,pid019,626
10/27/2022,wid010,pid020,881
6/24/2023,wid001,pid001,432
6/21/2024,wid002,pid002,245
8/17/2024,wid003,pid003,29
11-09-2022,wid004,pid004,999
9/13/2024,wid005,pid005,477
7/13/2023,wid006,pid006,119
01-07-2023,wid007,pid007,388
04-04-2023,wid008,pid008,826
9/22/2024,wid009,pid009,634
1/27/2024,wid010,pid010,12
6/27/2024,wid001,pid011,669
8/22/2024,wid002,pid012,17
07-05-2023,wid003,pid013,445
5/23/2024,wid004,pid014,654
7/16/2024,wid005,pid015,818
10/14/2022,wid006,pid016,263
10/30/2023,wid007,pid017,926
08-05-2024,wid008,pid018,495
9/24/2023,wid009,pid019,842
7/31/2024,wid010,pid020,835
8/17/2023,wid001,pid001,691
11-02-2023,wid002,pid002,313
08-03-2024,wid003,pid003,397
1/18/2023,wid004,pid004,156
8/19/2023,wid005,pid005,807
4/26/2024,wid006,pid006,855
01-11-2024,wid007,pid007,475
2/27/2023,wid008,pid008,143
9/13/2023,wid009,pid009,117
9/20/2024,wid010,pid010,653
02-09-2024,wid001,pid011,919
06-06-2023,wid002,pid012,588
2/19/2023,wid003,pid013,926
3/29/2023,wid004,pid014,420
8/30/2024,wid005,pid015,344
12-10-2023,wid006,pid016,219
1/21/2023,wid007,pid017,246
03-03-2024,wid008,pid018,258
6/18/2024,wid009,pid019,601
12/14/2022,wid010,pid020,662
4/13/2023,wid001,pid001,699
8/31/2023,wid002,pid002,770
04-07-2024,wid003,pid003,97
6/13/2023,wid004,pid004,394
12-09-2022,wid005,pid005,193
06-02-2024,wid006,pid006,921
05-05-2023,wid007,pid007,653
09-04-2023,wid008,pid008,460
4/24/2023,wid009,pid009,131
11/15/2023,wid010,pid010,102
07-04-2024,wid001,pid011,288
10-09-2023,wid002,pid012,46
8/29/2024,wid003,pid013,403
6/28/2023,wid004,pid014,627
2/21/2023,wid005,pid015,489
3/18/2024,wid006,pid016,678
2/18/2023,wid007,pid017,566
01-05-2023,wid008,pid018,310
10/16/2023,wid009,pid019,945
1/22/2023,wid010,pid020,742
03-10-2024,wid001,pid001,144
05-03-2023,wid002,pid002,236
3/17/2023,wid003,pid003,635
09-07-2024,wid004,pid004,227
11-01-2023,wid005,pid005,906
06-12-2023,wid006,pid006,406
7/29/2024,wid007,pid007,688
10/15/2023,wid008,pid008,767
1/29/2023,wid009,pid009,353
12/17/2022,wid010,pid010,654
6/24/2024,wid001,pid011,134
02-05-2023,wid002,pid012,967
4/29/2024,wid003,pid013,664
05-09-2024,wid004,pid014,262
2/13/2024,wid005,pid015,512
9/20/2023,wid006,pid016,263
1/31/2024,wid007,pid017,199
6/30/2023,wid008,pid018,271
10/25/2022,wid009,pid019,967
8/28/2023,wid010,pid020,276
11-11-2022,wid001,pid001,704
7/14/2024,wid002,pid002,694
09-05-2023,wid003,pid003,373
2/13/2023,wid004,pid004,896
3/28/2024,wid005,pid005,526
10/20/2022,wid006,pid006,367
1/30/2023,wid007,pid007,992
12/13/2022,wid008,pid008,225
11-02-2022,wid009,pid009,451
05-11-2024,wid010,pid010,131
12-07-2022,wid001,pid011,430
07-04-2024,wid002,pid012,415
07-04-2023,wid003,pid013,495
7/22/2024,wid004,pid014,468
7/24/2023,wid005,pid015,759
06-06-2023,wid006,pid016,414
02-05-2023,wid007,pid017,504
8/23/2023,wid008,pid018,22
1/25/2023,wid009,pid019,475
10/27/2022,wid010,pid020,164
1/15/2023,wid001,pid001,625
10/26/2023,wid002,pid002,139
11/28/2022,wid003,pid003,503
12-06-2023,wid004,pid004,356
01-07-2024,wid005,pid005,346
11/17/2022,wid006,pid006,168
12/22/2023,wid007,pid007,80
9/30/2022,wid008,pid008,451
07-12-2024,wid009,pid009,903
06-12-2023,wid010,pid010,575
10/14/2023,wid001,pid011,142
09-04-2023,wid002,pid012,783
9/24/2023,wid003,pid013,833
3/19/2023,wid004,pid014,925
02-12-2023,wid005,pid015,424
12-03-2023,wid006,pid016,599
11/27/2022,wid007,pid017,662
9/20/2024,wid008,pid018,471
5/29/2024,wid009,pid019,49
03-12-2023,wid010,pid020,238
8/25/2023,wid001,pid001,866
08-07-2023,wid002,pid002,908
5/13/2024,wid003,pid003,840
05-05-2023,wid004,pid004,660
9/20/2024,wid005,pid005,454
12/28/2023,wid006,pid006,705
09-02-2023,wid007,pid007,905
6/29/2024,wid008,pid008,191
01-03-2024,wid009,pid009,70
10-10-2023,wid010,pid010,990
12/13/2023,wid001,pid011,892
11/18/2023,wid002,pid012,449
06-07-2023,wid003,pid013,265
11/26/2023,wid004,pid014,916
6/15/2024,wid005,pid015,140
11-04-2023,wid006,pid016,293
6/24/2023,wid007,pid017,634
9/17/2023,wid008,pid018,271
07-01-2024,wid009,pid019,437
06-07-2024,wid010,pid020,626
03-11-2023,wid001,pid001,311
11-10-2023,wid002,pid002,944
10-09-2023,wid003,pid003,855
11-06-2022,wid004,pid004,16
05-06-2023,wid005,pid005,10
12/23/2023,wid006,pid006,712
1/20/2023,wid007,pid007,92
10/31/2022,wid008,pid008,560
5/15/2023,wid009,pid009,966
5/28/2024,wid010,pid010,178
12/22/2022,wid001,pid011,519
3/24/2023,wid002,pid012,4
1/19/2024,wid003,pid013,439
3/29/2023,wid004,pid014,829
04-09-2023,wid005,pid015,935
7/15/2024,wid006,pid016,929
07-01-2023,wid007,pid017,995
6/23/2023,wid008,pid018,23
06-12-2023,wid009,pid019,245
07-10-2023,wid010,pid020,825
07-11-2024,wid001,pid001,272
01-12-2023,wid002,pid002,599
8/31/2023,wid003,pid003,777
3/14/2024,wid004,pid004,435
05-08-2023,wid005,pid005,61
3/28/2024,wid006,pid006,83
1/17/2023,wid007,pid007,269
09-08-2023,wid008,pid008,741
6/27/2024,wid009,pid009,350
5/27/2023,wid010,pid010,264
4/28/2023,wid001,pid011,665
09-01-2023,wid002,pid012,704
2/16/2024,wid003,pid013,494
04-02-2024,wid004,pid014,301
09-03-2024,wid005,pid015,951
08-11-2023,wid006,pid016,791
7/29/2023,wid007,pid017,741
2/23/2023,wid008,pid018,282
9/20/2023,wid009,pid019,393
08-03-2023,wid010,pid020,776
5/30/2024,wid001,pid001,38
5/23/2024,wid002,pid002,557
7/20/2024,wid003,pid003,47
10/21/2023,wid004,pid004,696
09-01-2024,wid005,pid005,211
9/21/2023,wid006,pid006,32
7/28/2024,wid007,pid007,647
01-09-2024,wid008,pid008,757
9/29/2024,wid009,pid009,864
11-07-2023,wid010,pid010,329
12/27/2023,wid001,pid011,134
07-03-2023,wid002,pid012,951
11-04-2023,wid003,pid013,12
10/25/2023,wid004,pid014,735
11/26/2022,wid005,pid015,127
2/14/2023,wid006,pid016,884
6/18/2023,wid007,pid017,226
12/19/2022,wid008,pid018,969
11/16/2023,wid009,pid019,69
11/19/2023,wid010,pid020,468
01-03-2024,wid001,pid001,453
06-10-2023,wid002,pid002,429
10-11-2023,wid003,pid003,518
11-03-2023,wid004,pid004,671
03-04-2024,wid005,pid005,136
1/19/2024,wid006,pid006,378
2/15/2024,wid007,pid007,618
12/28/2022,wid008,pid008,377
7/24/2023,wid009,pid009,784
11-06-2023,wid010,pid010,574
2/13/2023,wid001,pid011,345
9/22/2024,wid002,pid012,964
3/20/2023,wid003,pid013,978
1/20/2024,wid004,pid014,888
12/28/2023,wid005,pid015,86
9/13/2024,wid006,pid016,743
1/26/2023,wid007,pid017,602
2/15/2024,wid008,pid018,297
12/25/2023,wid009,pid019,666
2/21/2023,wid010,pid020,937
09-07-2024,wid001,pid001,280
10-02-2023,wid002,pid002,872
08-04-2024,wid003,pid003,386
05-04-2024,wid004,pid004,842
02-05-2023,wid005,pid005,909
7/15/2023,wid006,pid006,620
12/27/2023,wid007,pid007,501
01-09-2023,wid008,pid008,183
11/19/2023,wid009,pid009,798
5/28/2023,wid010,pid010,374
8/27/2023,wid001,pid011,947
10/21/2023,wid002,pid012,21
08-10-2024,wid003,pid013,165
12/13/2023,wid004,pid014,837
10/16/2023,wid005,pid015,584
6/25/2023,wid006,pid016,967
04-01-2024,wid007,pid017,562
04-05-2024,wid008,pid018,822
07-04-2024,wid009,pid019,324
5/18/2023,wid010,pid020,659
12/22/2023,wid001,pid001,942
6/16/2024,wid002,pid002,170
07-09-2023,wid003,pid003,292
7/18/2023,wid004,pid004,670
2/15/2023,wid005,pid005,439
4/24/2024,wid006,pid006,317
1/18/2024,wid007,pid007,878
03-07-2024,wid008,pid008,37
10-09-2022,wid009,pid009,90
10-01-2022,wid010,pid010,330
2/20/2023,wid001,pid011,857
12/19/2023,wid002,pid012,59
10-07-2022,wid003,pid013,222
2/20/2024,wid004,pid014,63
4/30/2023,wid005,pid015,155
9/15/2023,wid006,pid016,924
09-11-2024,wid007,pid017,84
6/30/2024,wid008,pid018,921
05-12-2024,wid009,pid019,34
07-07-2023,wid010,pid020,484
5/23/2023,wid001,pid001,759
7/30/2023,wid002,pid002,598
11-09-2022,wid003,pid003,20
3/21/2023,wid004,pid004,178
10/20/2023,wid005,pid005,986
03-03-2024,wid006,pid006,386
06-06-2023,wid007,pid007,905
10/15/2023,wid008,pid008,112
07-10-2024,wid009,pid009,591
6/15/2023,wid010,pid010,983
5/25/2023,wid001,pid011,783
03-11-2023,wid002,pid012,533
11-10-2022,wid003,pid013,325
07-04-2024,wid004,pid014,260
1/30/2023,wid005,pid015,128
7/27/2024,wid006,pid016,778
04-05-2023,wid007,pid017,130
2/14/2023,wid008,pid018,931
06-09-2023,wid009,pid019,210
08-08-2024,wid010,pid020,274
3/25/2023,wid001,pid001,563
05-08-2024,wid002,pid002,424
8/30/2024,wid003,pid003,880
12/28/2023,wid004,pid004,743
06-02-2024,wid005,pid005,347
12-01-2022,wid006,pid006,142
7/15/2023,wid007,pid007,662
10/17/2023,wid008,pid008,723
2/26/2023,wid009,pid009,492
04-03-2023,wid010,pid010,973
6/22/2024,wid001,pid011,279
3/21/2024,wid002,pid012,697
6/19/2024,wid003,pid013,987
05-01-2024,wid004,pid014,242
1/14/2023,wid005,pid015,639
12/30/2023,wid006,pid016,523
09-04-2023,wid007,pid017,926
8/24/2024,wid008,pid018,613
4/26/2023,wid009,pid019,954
01-03-2023,wid010,pid020,57
07-09-2024,wid001,pid001,414
11-02-2023,wid002,pid002,307
12/27/2023,wid003,pid003,687
06-02-2024,wid004,pid004,525
12-01-2023,wid005,pid005,621
6/16/2023,wid006,pid006,60
01-11-2023,wid007,pid007,238
09-11-2024,wid008,pid008,944
10/30/2023,wid009,pid009,202
11/20/2022,wid010,pid010,271
4/28/2024,wid001,pid011,536
9/16/2023,wid002,pid012,842
04-07-2024,wid003,pid013,767
03-04-2024,wid004,pid014,426
11/25/2023,wid005,pid015,793
8/14/2023,wid006,pid016,462
10-10-2023,wid007,pid017,620
1/13/2024,wid008,pid018,292
4/25/2023,wid009,pid019,779
08-03-2023,wid010,pid020,842
2/22/2023,wid001,pid001,594
2/14/2024,wid002,pid002,661
06-08-2023,wid003,pid003,899
9/23/2024,wid004,pid004,908
11-02-2023,wid005,pid005,615
11/13/2022,wid006,pid006,914
6/22/2024,wid007,pid007,283
12/14/2022,wid008,pid008,158
03-07-2023,wid009,pid009,632
1/26/2023,wid010,pid010,704
11/15/2023,wid001,pid011,4
10/23/2023,wid002,pid012,694
10-02-2022,wid003,pid013,294
5/28/2024,wid004,pid014,523
12-07-2022,wid005,pid015,774
5/19/2023,wid006,pid016,673
8/13/2024,wid007,pid017,121
3/22/2024,wid008,pid018,365
5/13/2024,wid009,pid019,324
03-04-2023,wid010,pid020,276
11-07-2023,wid001,pid001,513
12/28/2022,wid002,pid002,799
4/28/2024,wid003,pid003,158
12/24/2023,wid004,pid004,977
10-08-2023,wid005,pid005,912
3/22/2024,wid006,pid006,644
04-10-2023,wid007,pid007,19
10/18/2022,wid008,pid008,685
7/26/2023,wid009,pid009,908
8/15/2024,wid010,pid010,356
8/26/2024,wid001,pid011,737
11/29/2022,wid002,pid012,79
10-03-2023,wid003,pid013,244
01-01-2024,wid004,pid014,53
12-10-2023,wid005,pid015,722
12/30/2022,wid006,pid016,890
01-02-2023,wid007,pid017,975
11/18/2022,wid008,pid018,151
11/24/2023,wid009,pid019,993
9/16/2023,wid010,pid020,983
07-06-2023,wid001,pid001,963
2/13/2024,wid002,pid002,282
12/27/2022,wid003,pid003,15
4/21/2023,wid004,pid004,290
05-03-2023,wid005,pid005,167
12/15/2023,wid006,pid006,772
10/18/2023,wid007,pid007,152
06-09-2024,wid008,pid008,865
10/24/2023,wid009,pid009,227
04-02-2024,wid010,pid010,405
11/30/2022,wid001,pid011,23
09-08-2023,wid002,pid012,737
8/15/2023,wid003,pid013,773
4/23/2023,wid004,pid014,937
05-11-2023,wid005,pid015,194
12/29/2022,wid006,pid016,25
7/24/2024,wid007,pid017,32
6/22/2024,wid008,pid018,124
03-06-2023,wid009,pid019,24
4/16/2023,wid010,pid020,686
4/25/2024,wid001,pid001,177
10-05-2023,wid002,pid002,419
2/20/2024,wid003,pid003,627
4/16/2024,wid004,pid004,118
08-07-2023,wid005,pid005,117
12/23/2023,wid006,pid006,61
3/19/2024,wid007,pid007,766
5/29/2024,wid008,pid008,824
3/16/2023,wid009,pid009,671
02-12-2024,wid010,pid010,538
10-01-2023,wid001,pid011,831
03-08-2024,wid002,pid012,339
4/13/2024,wid003,pid013,931
12/23/2023,wid004,pid014,696
02-09-2023,wid005,pid015,696
10-10-2023,wid006,pid016,5
5/27/2024,wid007,pid017,517
10-05-2022,wid008,pid018,714
10/21/2022,wid009,pid019,258
05-12-2023,wid010,pid020,322
10/13/2023,wid001,pid001,740
